symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,vega,theta,prem
SPX,2026-03-10,1,2800,6842.4,CALL,1,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,398320.0
SPX,2026-03-10,1,2800,6842.4,PUT,13,6,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,32.5
SPX,2026-03-10,1,3000,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3000,6842.4,PUT,0,85,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3200,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3200,6842.4,PUT,0,1,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3400,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3400,6842.4,PUT,0,0,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3600,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3600,6842.4,PUT,0,272,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3800,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,3800,6842.4,PUT,0,844,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4000,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4000,6842.4,PUT,0,1924,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4200,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4200,6842.4,PUT,0,1990,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4400,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4400,6842.4,PUT,0,1101,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4600,6842.4,CALL,4,4,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,873279.9999999999
SPX,2026-03-10,1,4600,6842.4,PUT,0,2129,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,4800,6842.4,CALL,1,1,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,198310.0
SPX,2026-03-10,1,4800,6842.4,PUT,0,2224,-2.30593322214645e-13,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
SPX,2026-03-10,1,5000,6842.4,CALL,0,0,0.9999999999997694,-1.2896605704110773e-13,2.0000098410384617e-05,9.049698525103764e-10,0.0
